Pair	Cnt	BinomQ	BinomP
chr16_82650000_82655000-chr16_82935000_82940000	0	0.808525	0.728574
chr16_82705000_82710000-chr16_82990000_82995000	1	0.689272	0.374041
chr16_82990000_82995000-chr16_83275000_83280000	1	0.689272	0.374041
chr16_83495000_83500000-chr16_83780000_83785000	1	0.689272	0.374041
chr16_84210000_84215000-chr16_84495000_84500000	2	0.584454	0.143074
chr16_84450000_84455000-chr16_84735000_84740000	0	0.808525	0.728574
chr16_84480000_84485000-chr16_84765000_84770000	2	0.584454	0.143074
chr16_84540000_84545000-chr16_84825000_84830000	2	0.584454	0.143074
chr16_84805000_84810000-chr16_85090000_85095000	1	0.689272	0.374041
chr16_84980000_84985000-chr16_85265000_85270000	1	0.689272	0.374041
chr16_850000_855000-chr16_1135000_1140000	4	0.286096	0.0105838
chr16_85140000_85145000-chr16_85425000_85430000	2	0.584454	0.143074
chr16_85160000_85165000-chr16_85445000_85450000	0	0.808525	0.728574
chr16_85200000_85205000-chr16_85485000_85490000	1	0.689272	0.374041
chr16_85405000_85410000-chr16_85690000_85695000	2	0.584454	0.143074
chr16_85425000_85430000-chr16_85710000_85715000	1	0.689272	0.374041
chr16_85450000_85455000-chr16_85735000_85740000	2	0.584454	0.143074
chr16_85495000_85500000-chr16_85780000_85785000	1	0.689272	0.374041
chr16_85535000_85540000-chr16_85820000_85825000	1	0.689272	0.374041
chr16_85595000_85600000-chr16_85880000_85885000	1	0.689272	0.374041
chr16_85690000_85695000-chr16_85975000_85980000	0	0.808525	0.728574
chr16_86100000_86105000-chr16_86385000_86390000	0	0.808525	0.728574
chr16_86250000_86255000-chr16_86535000_86540000	4	0.286096	0.0105838
chr16_86285000_86290000-chr16_86570000_86575000	1	0.689272	0.374041
chr16_86605000_86610000-chr16_86890000_86895000	7	0.0161951	6.18228e-05
chr16_86620000_86625000-chr16_86905000_86910000	1	0.689272	0.374041
chr16_8695000_8700000-chr16_8980000_8985000	1	0.689272	0.374041
chr16_86965000_86970000-chr16_87250000_87255000	1	0.689272	0.374041
chr16_87260000_87265000-chr16_87545000_87550000	1	0.689272	0.374041
chr16_87415000_87420000-chr16_87700000_87705000	0	0.808525	0.728574
chr16_8745000_8750000-chr16_9030000_9035000	1	0.689272	0.374041
chr16_87640000_87645000-chr16_87925000_87930000	5	0.139345	0.00219642
chr16_8780000_8785000-chr16_9065000_9070000	2	0.584454	0.143074
chr16_8805000_8810000-chr16_9090000_9095000	1	0.689272	0.374041
chr16_88185000_88190000-chr16_88470000_88475000	4	0.286096	0.0105838
chr16_88205000_88210000-chr16_88490000_88495000	3	0.485567	0.0430138
chr16_88310000_88315000-chr16_88595000_88600000	3	0.485567	0.0430138
chr16_88740000_88745000-chr16_89025000_89030000	1	0.689272	0.374041
chr16_88845000_88850000-chr16_89130000_89135000	2	0.584454	0.143074
chr16_88925000_88930000-chr16_89210000_89215000	4	0.286096	0.0105838
chr16_89645000_89650000-chr16_89930000_89935000	1	0.689272	0.374041
chr16_9065000_9070000-chr16_9350000_9355000	0	0.808525	0.728574
chr16_9350000_9355000-chr16_9635000_9640000	3	0.485567	0.0430138
chr16_9760000_9765000-chr16_10045000_10050000	2	0.584454	0.143074
chr16_9970000_9975000-chr16_10255000_10260000	2	0.584454	0.143074
chr16_10045000_10050000-chr16_10335000_10340000	1	0.665533	0.346323
chr16_10495000_10500000-chr16_10785000_10790000	0	0.797377	0.706618
chr16_1060000_1065000-chr16_1350000_1355000	3	0.469345	0.0356993
chr16_10850000_10855000-chr16_11140000_11145000	0	0.797377	0.706618
chr16_10925000_10930000-chr16_11215000_11220000	0	0.797377	0.706618
chr16_11265000_11270000-chr16_11555000_11560000	0	0.797377	0.706618
chr16_11410000_11415000-chr16_11700000_11705000	2	0.584454	0.125617
chr16_11700000_11705000-chr16_11990000_11995000	1	0.665533	0.346323
chr16_11805000_11810000-chr16_12095000_12100000	0	0.797377	0.706618
chr16_11855000_11860000-chr16_12145000_12150000	1	0.665533	0.346323
chr16_12110000_12115000-chr16_12400000_12405000	0	0.797377	0.706618
chr16_12155000_12160000-chr16_12445000_12450000	0	0.797377	0.706618
chr16_12190000_12195000-chr16_12480000_12485000	2	0.584454	0.125617
chr16_12250000_12255000-chr16_12540000_12545000	1	0.665533	0.346323
chr16_12290000_12295000-chr16_12580000_12585000	3	0.469345	0.0356993
chr16_12400000_12405000-chr16_12690000_12695000	0	0.797377	0.706618
chr16_12405000_12410000-chr16_12695000_12700000	2	0.584454	0.125617
chr16_12470000_12475000-chr16_12760000_12765000	0	0.797377	0.706618
chr16_12540000_12545000-chr16_12830000_12835000	0	0.797377	0.706618
chr16_12665000_12670000-chr16_12955000_12960000	3	0.469345	0.0356993
chr16_12675000_12680000-chr16_12965000_12970000	2	0.584454	0.125617
chr16_130000_135000-chr16_420000_425000	1	0.665533	0.346323
chr16_13150000_13155000-chr16_13440000_13445000	0	0.797377	0.706618
chr16_13345000_13350000-chr16_13635000_13640000	0	0.797377	0.706618
chr16_13570000_13575000-chr16_13860000_13865000	1	0.665533	0.346323
chr16_13620000_13625000-chr16_13910000_13915000	1	0.665533	0.346323
chr16_14100000_14105000-chr16_14390000_14395000	2	0.584454	0.125617
chr16_14230000_14235000-chr16_14520000_14525000	1	0.665533	0.346323
chr16_14390000_14395000-chr16_14680000_14685000	0	0.797377	0.706618
chr16_14440000_14445000-chr16_14730000_14735000	2	0.584454	0.125617
chr16_14465000_14470000-chr16_14755000_14760000	1	0.665533	0.346323
chr16_15540000_15545000-chr16_15830000_15835000	2	0.584454	0.125617
chr16_15605000_15610000-chr16_15895000_15900000	3	0.469345	0.0356993
chr16_15885000_15890000-chr16_16175000_16180000	0	0.797377	0.706618
chr16_15960000_15965000-chr16_16250000_16255000	1	0.665533	0.346323
chr16_15975000_15980000-chr16_16265000_16270000	1	0.665533	0.346323
chr16_16880000_16885000-chr16_17170000_17175000	4	0.269977	0.00829022
chr16_1695000_1700000-chr16_1985000_1990000	1	0.665533	0.346323
chr16_17600000_17605000-chr16_17890000_17895000	1	0.665533	0.346323
chr16_17695000_17700000-chr16_17985000_17990000	1	0.665533	0.346323
chr16_17805000_17810000-chr16_18095000_18100000	1	0.665533	0.346323
chr16_17820000_17825000-chr16_18110000_18115000	1	0.665533	0.346323
chr16_1840000_1845000-chr16_2130000_2135000	2	0.584454	0.125617
chr16_18545000_18550000-chr16_18835000_18840000	7	0.0129573	4.05491e-05
chr16_18795000_18800000-chr16_19085000_19090000	0	0.797377	0.706618
chr16_19050000_19055000-chr16_19340000_19345000	1	0.665533	0.346323
chr16_19085000_19090000-chr16_19375000_19380000	1	0.665533	0.346323
chr16_19705000_19710000-chr16_19995000_20000000	1	0.665533	0.346323
chr16_19730000_19735000-chr16_20020000_20025000	0	0.797377	0.706618
chr16_19835000_19840000-chr16_20125000_20130000	0	0.797377	0.706618
chr16_19840000_19845000-chr16_20130000_20135000	1	0.665533	0.346323
chr16_20115000_20120000-chr16_20405000_20410000	2	0.584454	0.125617
chr16_20640000_20645000-chr16_20930000_20935000	1	0.665533	0.346323
chr16_20685000_20690000-chr16_20975000_20980000	1	0.665533	0.346323
chr16_20705000_20710000-chr16_20995000_21000000	1	0.665533	0.346323
chr16_20860000_20865000-chr16_21150000_21155000	3	0.469345	0.0356993
chr16_21245000_21250000-chr16_21535000_21540000	0	0.797377	0.706618
chr16_22130000_22135000-chr16_22420000_22425000	1	0.665533	0.346323
chr16_22650000_22655000-chr16_22940000_22945000	1	0.665533	0.346323
chr16_22685000_22690000-chr16_22975000_22980000	1	0.665533	0.346323
chr16_22940000_22945000-chr16_23230000_23235000	3	0.469345	0.0356993
chr16_22990000_22995000-chr16_23280000_23285000	2	0.584454	0.125617
chr16_23000000_23005000-chr16_23290000_23295000	0	0.797377	0.706618
chr16_23115000_23120000-chr16_23405000_23410000	2	0.584454	0.125617
chr16_23140000_23145000-chr16_23430000_23435000	0	0.797377	0.706618
chr16_23165000_23170000-chr16_23455000_23460000	3	0.469345	0.0356993
chr16_23290000_23295000-chr16_23580000_23585000	1	0.665533	0.346323
chr16_23315000_23320000-chr16_23605000_23610000	0	0.797377	0.706618
chr16_23420000_23425000-chr16_23710000_23715000	0	0.797377	0.706618
chr16_2355000_2360000-chr16_2645000_2650000	4	0.269977	0.00829022
chr16_23810000_23815000-chr16_24100000_24105000	3	0.469345	0.0356993
chr16_23935000_23940000-chr16_24225000_24230000	0	0.797377	0.706618
chr16_24015000_24020000-chr16_24305000_24310000	3	0.469345	0.0356993
chr16_24100000_24105000-chr16_24390000_24395000	0	0.797377	0.706618
chr16_2410000_2415000-chr16_2700000_2705000	6	0.0423109	0.000273754
chr16_24205000_24210000-chr16_24495000_24500000	2	0.584454	0.125617
chr16_2455000_2460000-chr16_2745000_2750000	1	0.665533	0.346323
chr16_24745000_24750000-chr16_25035000_25040000	3	0.469345	0.0356993
chr16_24835000_24840000-chr16_25125000_25130000	2	0.584454	0.125617
chr16_25040000_25045000-chr16_25330000_25335000	0	0.797377	0.706618
chr16_25090000_25095000-chr16_25380000_25385000	1	0.665533	0.346323
chr16_25125000_25130000-chr16_25415000_25420000	0	0.797377	0.706618
chr16_25130000_25135000-chr16_25420000_25425000	0	0.797377	0.706618
chr16_25340000_25345000-chr16_25630000_25635000	0	0.797377	0.706618
chr16_25375000_25380000-chr16_25665000_25670000	1	0.665533	0.346323
chr16_25425000_25430000-chr16_25715000_25720000	0	0.797377	0.706618
chr16_25455000_25460000-chr16_25745000_25750000	2	0.584454	0.125617
chr16_25540000_25545000-chr16_25830000_25835000	1	0.665533	0.346323
chr16_25745000_25750000-chr16_26035000_26040000	2	0.584454	0.125617
chr16_26410000_26415000-chr16_26700000_26705000	1	0.665533	0.346323
chr16_26640000_26645000-chr16_26930000_26935000	1	0.665533	0.346323
chr16_27045000_27050000-chr16_27335000_27340000	0	0.797377	0.706618
chr16_27270000_27275000-chr16_27560000_27565000	0	0.797377	0.706618
chr16_27530000_27535000-chr16_27820000_27825000	1	0.665533	0.346323
chr16_27560000_27565000-chr16_27850000_27855000	0	0.797377	0.706618
chr16_27575000_27580000-chr16_27865000_27870000	1	0.665533	0.346323
chr16_27760000_27765000-chr16_28050000_28055000	0	0.797377	0.706618
chr16_28580000_28585000-chr16_28870000_28875000	3	0.469345	0.0356993
chr16_28965000_28970000-chr16_29255000_29260000	2	0.584454	0.125617
chr16_29005000_29010000-chr16_29295000_29300000	6	0.0423109	0.000273754
chr16_29670000_29675000-chr16_29960000_29965000	2	0.584454	0.125617
chr16_30175000_30180000-chr16_30465000_30470000	3	0.469345	0.0356993
chr16_30475000_30480000-chr16_30765000_30770000	0	0.797377	0.706618
chr16_30820000_30825000-chr16_31110000_31115000	1	0.665533	0.346323
chr16_30835000_30840000-chr16_31125000_31130000	1	0.665533	0.346323
chr16_31005000_31010000-chr16_31295000_31300000	2	0.584454	0.125617
chr16_31055000_31060000-chr16_31345000_31350000	1	0.665533	0.346323
chr16_31420000_31425000-chr16_31710000_31715000	1	0.665533	0.346323
chr16_31565000_31570000-chr16_31855000_31860000	2	0.584454	0.125617
chr16_3330000_3335000-chr16_3620000_3625000	1	0.665533	0.346323
chr16_33590000_33595000-chr16_33880000_33885000	1	0.665533	0.346323
chr16_34790000_34795000-chr16_35080000_35085000	2	0.584454	0.125617
chr16_3570000_3575000-chr16_3860000_3865000	1	0.665533	0.346323
chr16_3620000_3625000-chr16_3910000_3915000	1	0.665533	0.346323
chr16_3735000_3740000-chr16_4025000_4030000	1	0.665533	0.346323
chr16_3760000_3765000-chr16_4050000_4055000	2	0.584454	0.125617
chr16_3935000_3940000-chr16_4225000_4230000	1	0.665533	0.346323
chr16_4015000_4020000-chr16_4305000_4310000	2	0.584454	0.125617
chr16_4025000_4030000-chr16_4315000_4320000	3	0.469345	0.0356993
chr16_4045000_4050000-chr16_4335000_4340000	3	0.469345	0.0356993
chr16_4085000_4090000-chr16_4375000_4380000	1	0.665533	0.346323
chr16_415000_420000-chr16_705000_710000	1	0.665533	0.346323
chr16_4160000_4165000-chr16_4450000_4455000	1	0.665533	0.346323
chr16_4425000_4430000-chr16_4715000_4720000	1	0.665533	0.346323
chr16_4560000_4565000-chr16_4850000_4855000	1	0.665533	0.346323
chr16_46685000_46690000-chr16_46975000_46980000	1	0.665533	0.346323
chr16_46710000_46715000-chr16_47000000_47005000	1	0.665533	0.346323
chr16_47520000_47525000-chr16_47810000_47815000	1	0.665533	0.346323
chr16_4770000_4775000-chr16_5060000_5065000	1	0.665533	0.346323
chr16_47775000_47780000-chr16_48065000_48070000	3	0.469345	0.0356993
chr16_47970000_47975000-chr16_48260000_48265000	0	0.797377	0.706618
chr16_48260000_48265000-chr16_48550000_48555000	1	0.665533	0.346323
chr16_48335000_48340000-chr16_48625000_48630000	2	0.584454	0.125617
chr16_48745000_48750000-chr16_49035000_49040000	0	0.797377	0.706618
chr16_48900000_48905000-chr16_49190000_49195000	1	0.665533	0.346323
chr16_49005000_49010000-chr16_49295000_49300000	2	0.584454	0.125617
chr16_49080000_49085000-chr16_49370000_49375000	1	0.665533	0.346323
chr16_49210000_49215000-chr16_49500000_49505000	0	0.797377	0.706618
chr16_49435000_49440000-chr16_49725000_49730000	2	0.584454	0.125617
chr16_49445000_49450000-chr16_49735000_49740000	0	0.797377	0.706618
chr16_49455000_49460000-chr16_49745000_49750000	4	0.269977	0.00829022
chr16_49485000_49490000-chr16_49775000_49780000	2	0.584454	0.125617
chr16_49730000_49735000-chr16_50020000_50025000	1	0.665533	0.346323
chr16_49810000_49815000-chr16_50100000_50105000	1	0.665533	0.346323
chr16_49985000_49990000-chr16_50275000_50280000	0	0.797377	0.706618
chr16_50165000_50170000-chr16_50455000_50460000	0	0.797377	0.706618
chr16_50435000_50440000-chr16_50725000_50730000	0	0.797377	0.706618
chr16_50500000_50505000-chr16_50790000_50795000	1	0.665533	0.346323
chr16_50545000_50550000-chr16_50835000_50840000	1	0.665533	0.346323
chr16_50700000_50705000-chr16_50990000_50995000	0	0.797377	0.706618
chr16_51000000_51005000-chr16_51290000_51295000	1	0.665533	0.346323
chr16_51525000_51530000-chr16_51815000_51820000	0	0.797377	0.706618
chr16_51600000_51605000-chr16_51890000_51895000	1	0.665533	0.346323
chr16_51610000_51615000-chr16_51900000_51905000	1	0.665533	0.346323
chr16_51890000_51895000-chr16_52180000_52185000	1	0.665533	0.346323
chr16_52170000_52175000-chr16_52460000_52465000	7	0.0129573	4.05491e-05
chr16_52325000_52330000-chr16_52615000_52620000	0	0.797377	0.706618
chr16_52500000_52505000-chr16_52790000_52795000	1	0.665533	0.346323
chr16_52585000_52590000-chr16_52875000_52880000	1	0.665533	0.346323
chr16_52610000_52615000-chr16_52900000_52905000	1	0.665533	0.346323
chr16_52615000_52620000-chr16_52905000_52910000	3	0.469345	0.0356993
chr16_5265000_5270000-chr16_5555000_5560000	2	0.584454	0.125617
chr16_52975000_52980000-chr16_53265000_53270000	0	0.797377	0.706618
chr16_53300000_53305000-chr16_53590000_53595000	0	0.797377	0.706618
chr16_53750000_53755000-chr16_54040000_54045000	1	0.665533	0.346323
chr16_53850000_53855000-chr16_54140000_54145000	2	0.584454	0.125617
chr16_53975000_53980000-chr16_54265000_54270000	1	0.665533	0.346323
chr16_54040000_54045000-chr16_54330000_54335000	0	0.797377	0.706618
chr16_54265000_54270000-chr16_54555000_54560000	0	0.797377	0.706618
chr16_54840000_54845000-chr16_55130000_55135000	2	0.584454	0.125617
chr16_54865000_54870000-chr16_55155000_55160000	1	0.665533	0.346323
chr16_54870000_54875000-chr16_55160000_55165000	1	0.665533	0.346323
chr16_55035000_55040000-chr16_55325000_55330000	0	0.797377	0.706618
chr16_5505000_5510000-chr16_5795000_5800000	2	0.584454	0.125617
chr16_55095000_55100000-chr16_55385000_55390000	0	0.797377	0.706618
chr16_55265000_55270000-chr16_55555000_55560000	1	0.665533	0.346323
chr16_55425000_55430000-chr16_55715000_55720000	0	0.797377	0.706618
chr16_55505000_55510000-chr16_55795000_55800000	1	0.665533	0.346323
chr16_5555000_5560000-chr16_5845000_5850000	0	0.797377	0.706618
chr16_55715000_55720000-chr16_56005000_56010000	1	0.665533	0.346323
chr16_55780000_55785000-chr16_56070000_56075000	1	0.665533	0.346323
chr16_55860000_55865000-chr16_56150000_56155000	0	0.797377	0.706618
chr16_55905000_55910000-chr16_56195000_56200000	1	0.665533	0.346323
chr16_55910000_55915000-chr16_56200000_56205000	1	0.665533	0.346323
chr16_55965000_55970000-chr16_56255000_56260000	0	0.797377	0.706618
chr16_56060000_56065000-chr16_56350000_56355000	0	0.797377	0.706618
chr16_56200000_56205000-chr16_56490000_56495000	1	0.665533	0.346323
chr16_56335000_56340000-chr16_56625000_56630000	0	0.797377	0.706618
chr16_56555000_56560000-chr16_56845000_56850000	3	0.469345	0.0356993
chr16_57290000_57295000-chr16_57580000_57585000	1	0.665533	0.346323
chr16_57420000_57425000-chr16_57710000_57715000	0	0.797377	0.706618
chr16_57580000_57585000-chr16_57870000_57875000	0	0.797377	0.706618
chr16_57870000_57875000-chr16_58160000_58165000	2	0.584454	0.125617
chr16_57960000_57965000-chr16_58250000_58255000	0	0.797377	0.706618
chr16_58025000_58030000-chr16_58315000_58320000	3	0.469345	0.0356993
chr16_58405000_58410000-chr16_58695000_58700000	1	0.665533	0.346323
chr16_58835000_58840000-chr16_59125000_59130000	1	0.665533	0.346323
chr16_5910000_5915000-chr16_6200000_6205000	1	0.665533	0.346323
chr16_59245000_59250000-chr16_59535000_59540000	1	0.665533	0.346323
chr16_59370000_59375000-chr16_59660000_59665000	5	0.12142	0.00162229
chr16_59375000_59380000-chr16_59665000_59670000	1	0.665533	0.346323
chr16_59390000_59395000-chr16_59680000_59685000	1	0.665533	0.346323
chr16_59485000_59490000-chr16_59775000_59780000	1	0.665533	0.346323
chr16_59895000_59900000-chr16_60185000_60190000	1	0.665533	0.346323
chr16_60095000_60100000-chr16_60385000_60390000	0	0.797377	0.706618
chr16_60270000_60275000-chr16_60560000_60565000	1	0.665533	0.346323
chr16_60450000_60455000-chr16_60740000_60745000	7	0.0129573	4.05491e-05
chr16_60535000_60540000-chr16_60825000_60830000	1	0.665533	0.346323
chr16_6060000_6065000-chr16_6350000_6355000	2	0.584454	0.125617
chr16_60805000_60810000-chr16_61095000_61100000	1	0.665533	0.346323
chr16_6085000_6090000-chr16_6375000_6380000	1	0.665533	0.346323
chr16_60980000_60985000-chr16_61270000_61275000	1	0.665533	0.346323
chr16_61130000_61135000-chr16_61420000_61425000	1	0.665533	0.346323
chr16_61195000_61200000-chr16_61485000_61490000	1	0.665533	0.346323
chr16_61210000_61215000-chr16_61500000_61505000	2	0.584454	0.125617
chr16_61270000_61275000-chr16_61560000_61565000	1	0.665533	0.346323
chr16_61405000_61410000-chr16_61695000_61700000	1	0.665533	0.346323
chr16_61420000_61425000-chr16_61710000_61715000	1	0.665533	0.346323
chr16_61765000_61770000-chr16_62055000_62060000	3	0.469345	0.0356993
chr16_61965000_61970000-chr16_62255000_62260000	1	0.665533	0.346323
chr16_62220000_62225000-chr16_62510000_62515000	1	0.665533	0.346323
chr16_62255000_62260000-chr16_62545000_62550000	1	0.665533	0.346323
chr16_62495000_62500000-chr16_62785000_62790000	1	0.665533	0.346323
chr16_62510000_62515000-chr16_62800000_62805000	2	0.584454	0.125617
chr16_63275000_63280000-chr16_63565000_63570000	1	0.665533	0.346323
chr16_63585000_63590000-chr16_63875000_63880000	1	0.665533	0.346323
chr16_63920000_63925000-chr16_64210000_64215000	0	0.797377	0.706618
chr16_64740000_64745000-chr16_65030000_65035000	0	0.797377	0.706618
chr16_65320000_65325000-chr16_65610000_65615000	0	0.797377	0.706618
chr16_6560000_6565000-chr16_6850000_6855000	3	0.469345	0.0356993
chr16_65715000_65720000-chr16_66005000_66010000	0	0.797377	0.706618
chr16_6575000_6580000-chr16_6865000_6870000	1	0.665533	0.346323
chr16_65815000_65820000-chr16_66105000_66110000	2	0.584454	0.125617
chr16_65855000_65860000-chr16_66145000_66150000	0	0.797377	0.706618
